SK_ID_CURR,TARGET,CODE_GENDER,DAYS_BIRTH,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BUREAU_LOAN_COUNT,BUREAU_OVERDUE_RATIO,PREV_APPLICATION_COUNT,PREV_APPROVAL_RATE,INSTALLMENT_LATE_RATIO,INSTALLMENT_AVG_DAYS_LATE
109605,0,M,-21436,-1382,249124.6,1290214.47,48068.9,Secondary,Married,House / apartment,Commercial associate,0.7308,0.7142,0.7271,1,0.0581,2,0.5706,0.4309,10.4
109606,0,M,-21009,-14487,220174.73,712422.91,30003.49,Secondary,Married,House / apartment,Pensioner,0.6696,0.5231,0.5273,1,0.2398,1,0.8947,0.0093,0.09
109607,0,F,-24105,-11392,271610.04,934133.19,39108.43,Secondary,Separated,Rented apartment,Working,0.7759,0.7044,0.4666,2,0.0837,2,0.6431,0.1799,0.06
109608,0,M,-16535,-1516,253056.09,1182832.2,46183.2,Secondary,Married,Municipal apartment,Pensioner,0.5214,0.8694,0.464,0,0.0052,0,0.2727,0.1502,2.76
109609,0,F,-21982,-8859,349230.7,1323526.22,45211.65,Secondary,Single / not married,Rented apartment,Commercial associate,0.5219,0.6917,0.1777,1,0.0794,1,0.6789,0.0568,1.23
109610,0,F,-10088,-12067,134143.95,744871.7,83649.17,Higher education,Married,House / apartment,Working,0.5988,0.3526,0.6416,2,0.0865,0,0.7372,0.1918,4.76
109611,1,M,-10413,-10218,70977.49,327328.16,10931.85,Secondary,Civil marriage,House / apartment,Working,0.2102,0.314,0.4628,2,0.1541,1,0.6711,0.1298,1.47
109612,0,F,-8190,-3972,212149.25,821591.61,28759.13,Secondary,Married,With parents,State servant,0.7312,0.4681,0.5662,2,0.2073,2,0.711,0.2321,4.59
109613,0,F,-10957,-2017,226229.27,1184040.45,106485.0,Secondary,Married,House / apartment,Working,0.501,0.6674,0.5418,6,0.0658,0,0.8373,0.3329,0.15
109614,0,F,-9292,-13681,349234.0,1380187.9,95280.08,Higher education,Married,House / apartment,Commercial associate,0.4148,0.4391,0.3328,1,0.3194,1,0.5198,0.2369,1.78
109615,0,F,-22041,-5407,297958.56,848674.01,37722.33,Lower secondary,Single / not married,House / apartment,Self-employed,0.452,0.3974,0.6786,2,0.1127,4,0.8053,0.2383,3.24
109616,0,M,-16151,-12690,429342.33,876597.33,32027.18,Secondary,Married,House / apartment,Commercial associate,0.5384,0.8279,0.6203,3,0.047,1,0.6752,0.0965,0.64
109617,0,F,-15244,-6796,207092.26,637321.8,31980.61,Higher education,Married,House / apartment,Working,0.4168,0.4565,0.3448,2,0.0331,1,0.5553,0.0041,0.07
109618,0,F,-18739,-11129,167016.16,727443.7,37719.22,Higher education,Civil marriage,House / apartment,Working,0.6195,0.5529,0.4997,3,0.0759,2,0.4191,0.2868,3.98
109619,0,F,-13730,-3547,68751.87,406845.63,38263.68,Higher education,Single / not married,With parents,Commercial associate,0.3742,0.361,0.6493,1,0.3573,2,0.9802,0.163,0.23
109620,0,M,-17503,-8814,174460.41,846992.7,35401.59,Higher education,Married,House / apartment,Working,0.5312,0.654,0.7365,4,0.2024,2,0.6138,0.0801,1.54
109621,0,F,-7363,-8179,108675.66,465712.66,24530.22,Secondary,Married,House / apartment,Working,0.6387,0.3838,0.4282,1,0.2003,3,0.5515,0.1616,1.33
109622,0,F,-20050,-3131,165434.48,398819.78,38739.05,Secondary,Civil marriage,House / apartment,Self-employed,0.5646,0.3881,0.5573,3,0.1046,0,0.7675,0.0362,0.18
109623,1,M,-22886,-9942,151748.87,710412.21,25307.69,Secondary,Widow,House / apartment,Commercial associate,0.4349,0.4375,0.4959,5,0.2584,3,0.7909,0.2057,5.04
109624,0,F,-7997,-6744,190890.16,735557.51,55628.45,Incomplete higher,Single / not married,House / apartment,Pensioner,0.6114,0.534,0.4418,2,0.206,0,0.7276,0.014,0.28
109625,0,F,-8740,-9541,139590.46,673573.36,34157.34,Secondary,Widow,House / apartment,Commercial associate,0.4378,0.4173,0.3709,1,0.0319,3,0.7944,0.1401,1.26
109626,0,M,-9738,-507,246289.05,774495.84,29393.81,Secondary,Married,Municipal apartment,Commercial associate,0.5984,0.3189,0.5798,1,0.2618,1,0.7748,0.1033,2.48
109627,0,F,-18175,-1794,32934.14,120261.89,5263.78,Secondary,Single / not married,House / apartment,Working,0.4499,0.5114,0.3372,1,0.1515,0,0.729,0.1178,1.25
109628,0,F,-20912,-10357,163488.26,632228.57,48036.66,Lower secondary,Widow,House / apartment,State servant,0.696,0.2103,0.5867,2,0.0028,2,0.8243,0.3006,6.34
109629,0,M,-22018,-14540,285320.78,892893.61,29771.42,Secondary,Widow,House / apartment,Self-employed,0.3974,0.5179,0.4926,5,0.4005,1,0.7059,0.0158,0.13
109630,0,F,-21271,-1691,411896.21,1690513.84,168322.61,Lower secondary,Single / not married,House / apartment,State servant,0.7606,0.3863,0.5785,2,0.0948,3,0.5761,0.2415,4.0
109631,0,F,-17621,-370,220263.26,604328.51,23496.85,Secondary,Married,With parents,Commercial associate,0.4027,0.6938,0.6288,1,0.0613,2,0.5631,0.1908,3.63
109632,0,F,-19860,-3771,372013.59,685822.42,37658.77,Lower secondary,Single / not married,Rented apartment,Working,0.6356,0.5995,0.2319,5,0.2687,1,0.7456,0.0732,0.74
109633,1,M,-12306,-623,161605.72,372132.04,38813.49,Secondary,Married,House / apartment,Working,0.4562,0.2553,0.2028,3,0.2875,2,0.6895,0.3122,0.27
109634,0,F,-20632,-3577,147498.67,549249.28,41179.24,Secondary,Married,With parents,Commercial associate,0.4832,0.8371,0.4154,2,0.0205,1,0.8986,0.1282,1.15
109635,0,F,-10571,-10104,197043.27,355075.24,36110.24,Secondary,Married,Rented apartment,Working,0.4323,0.3889,0.4882,1,0.1453,2,0.7766,0.1774,3.06
109636,0,M,-24531,-11504,147008.13,476312.66,37943.71,Secondary,Married,Municipal apartment,Pensioner,0.1506,0.2363,0.5974,5,0.0173,2,0.6808,0.2593,3.99
109637,1,M,-8046,-9210,95769.87,434852.76,15833.68,Higher education,Married,House / apartment,Self-employed,0.1349,0.6075,0.173,5,0.1759,0,0.9638,0.0486,0.47
109638,0,M,-24187,-5849,110925.92,422028.37,29237.71,Higher education,Married,Rented apartment,Working,0.4527,0.3779,0.545,0,0.01,2,0.9577,0.2478,0.82
109639,0,F,-15537,-2261,79882.8,318817.62,14871.75,Incomplete higher,Single / not married,House / apartment,Commercial associate,0.6319,0.3617,0.6563,4,0.0798,1,0.7006,0.0348,0.86
109640,0,F,-18826,-7804,196930.75,937387.56,75655.16,Secondary,Single / not married,House / apartment,Pensioner,0.5157,0.4924,0.713,2,0.0982,2,0.7258,0.0979,1.09
109641,0,M,-10158,-14087,148192.22,302911.36,22624.29,Higher education,Single / not married,House / apartment,Commercial associate,0.7371,0.5816,0.5696,4,0.2793,1,0.5454,0.3091,5.54
109642,1,F,-13011,-3045,120794.09,324590.73,20595.39,Secondary,Married,House / apartment,Commercial associate,0.6981,0.5473,0.3966,2,0.1774,0,0.2938,0.3943,9.26
109643,0,M,-22721,-7920,107831.37,366773.99,12712.04,Secondary,Married,With parents,State servant,0.4507,0.7286,0.2757,1,0.0993,0,0.7076,0.1342,2.89
109644,0,M,-7552,-4877,194420.96,526227.18,41594.32,Secondary,Single / not married,Municipal apartment,Pensioner,0.6617,0.6276,0.5441,2,0.0555,2,0.7816,0.0697,0.84
109645,0,F,-10727,-5224,226216.21,786012.0,35002.71,Secondary,Civil marriage,House / apartment,Working,0.6064,0.672,0.3409,2,0.2747,3,0.8151,0.1142,0.11
109646,0,M,-18596,-7473,79080.16,436635.08,26967.91,Higher education,Single / not married,House / apartment,Working,0.6858,0.4602,0.6195,3,0.2583,2,0.6709,0.0357,0.79
109647,0,F,-21683,-2469,72531.3,146151.09,13122.41,Higher education,Married,Rented apartment,Working,0.5181,0.3649,0.4747,1,0.0197,6,0.8381,0.0795,0.29
109648,0,M,-15013,-2835,248943.31,703450.42,34824.95,Higher education,Married,House / apartment,Commercial associate,0.647,0.5624,0.3477,1,0.087,2,0.6897,0.0923,1.31
109649,0,M,-8865,-598,69125.34,373472.55,23049.24,Secondary,Single / not married,House / apartment,Working,0.7314,0.5393,0.1711,1,0.0273,3,0.8437,0.1818,2.37
109650,0,F,-9929,-10071,199011.47,804500.39,29576.44,Secondary,Married,Municipal apartment,Working,0.5719,0.4032,0.4806,1,0.0381,2,0.5712,0.1683,3.42
109651,0,F,-23223,-13270,358362.41,2101779.33,74094.66,Higher education,Married,House / apartment,State servant,0.2654,0.3944,0.7178,4,0.0254,2,0.9157,0.0697,0.79
109652,0,M,-11149,-6559,358821.07,816709.43,39754.64,Secondary,Civil marriage,House / apartment,Commercial associate,0.6156,0.5216,0.6018,4,0.2132,1,0.6121,0.2203,0.31
109653,1,F,-17649,-9055,220980.54,1082970.92,74910.67,Secondary,Separated,House / apartment,Self-employed,0.4096,0.1962,0.5456,3,0.2361,5,0.816,0.2291,1.74
109654,0,M,-24049,-14361,217476.32,1147384.91,58238.51,Higher education,Married,House / apartment,State servant,0.554,0.3831,0.5948,5,0.1445,5,0.647,0.0359,0.45
109655,0,M,-14017,-11085,508158.71,2954131.5,107538.76,Secondary,Single / not married,With parents,Self-employed,0.4043,0.2531,0.6958,1,0.1258,2,0.3609,0.0071,0.04
109656,0,F,-8484,-3599,40785.52,90137.83,3945.59,Higher education,Married,House / apartment,Working,0.3551,0.4463,0.3109,2,0.2032,2,0.6561,0.204,2.17
109657,1,M,-21840,-11326,114075.45,446135.37,45028.56,Secondary,Married,Rented apartment,Working,0.4775,0.5404,0.612,1,0.1978,0,0.5944,0.3171,3.42
109658,0,F,-21383,-5782,234842.54,778176.82,82635.92,Secondary,Single / not married,House / apartment,Pensioner,0.2167,0.3631,0.7971,5,0.1399,0,0.4901,0.0229,0.36
109659,0,F,-18944,-14004,122331.78,517079.34,45351.04,Secondary,Married,House / apartment,Working,0.3754,0.2766,0.4521,4,0.36,4,0.7925,0.1933,4.02
109660,0,M,-23433,-13500,291232.75,541025.62,26447.91,Incomplete higher,Separated,House / apartment,Working,0.324,0.6381,0.7229,1,0.1077,2,0.8844,0.1519,1.96
109661,0,F,-21174,-605,144113.33,523438.62,44764.88,Secondary,Married,House / apartment,Commercial associate,0.8118,0.4442,0.7758,1,0.072,1,0.8357,0.0059,0.14
109662,1,F,-19611,-12935,158333.54,258147.09,18994.93,Higher education,Separated,House / apartment,Self-employed,0.4473,0.4438,0.3624,1,0.0893,4,0.7344,0.1659,0.19
109663,0,M,-13264,-3507,126617.87,366258.65,18668.7,Secondary,Single / not married,House / apartment,Working,0.5196,0.4212,0.2122,1,0.163,1,0.552,0.0139,0.34
109664,1,M,-8397,-7068,110483.22,574151.89,28068.54,Secondary,Married,House / apartment,Commercial associate,0.5078,0.3134,0.3608,2,0.218,1,0.791,0.1492,0.86
109665,0,F,-20283,-10937,108998.51,392606.94,15017.02,Secondary,Civil marriage,House / apartment,Working,0.6459,0.2459,0.5987,1,0.1352,1,0.7178,0.0539,1.22
109666,1,F,-22428,-1804,170952.58,911332.77,51750.9,Secondary,Married,House / apartment,State servant,0.4095,0.5687,0.6971,2,0.0356,5,0.4798,0.0585,0.81
109667,0,M,-19731,-233,96181.21,169442.11,6747.54,Incomplete higher,Civil marriage,House / apartment,Pensioner,0.3972,0.5564,0.4103,1,0.0417,1,0.802,0.0485,0.57
109668,0,M,-18984,-5968,248764.68,1156794.44,118650.51,Higher education,Married,Municipal apartment,Commercial associate,0.274,0.4077,0.2323,8,0.0469,1,0.7053,0.0194,0.13
109669,0,F,-20147,-8492,210928.45,373307.72,18732.93,Higher education,Married,House / apartment,Commercial associate,0.4485,0.6288,0.5471,2,0.0244,2,0.5764,0.0115,0.14
109670,0,F,-12254,-8575,269595.79,592897.06,33977.08,Lower secondary,Married,House / apartment,Working,0.5804,0.3631,0.5758,4,0.0552,0,0.7031,0.0757,1.43
109671,1,F,-9391,-13903,79149.33,404946.72,14287.64,Higher education,Civil marriage,House / apartment,Working,0.145,0.5152,0.4366,3,0.2717,0,0.6726,0.3228,3.74
109672,0,F,-18561,-3711,57831.44,91874.68,3852.79,Lower secondary,Married,House / apartment,Pensioner,0.5163,0.3764,0.4835,0,0.0853,0,0.8673,0.1832,3.59
109673,0,F,-24167,-10398,146927.98,472016.73,20333.61,Higher education,Civil marriage,House / apartment,Working,0.5217,0.6904,0.4264,0,0.056,1,0.799,0.1788,3.9
109674,0,F,-9742,365243,725299.78,4143890.64,148494.29,Incomplete higher,Married,House / apartment,Working,0.5001,0.4156,0.7621,3,0.06,2,0.6793,0.1794,2.25
109675,0,F,-8573,-6568,295497.26,649634.43,48298.51,Secondary,Civil marriage,House / apartment,Working,0.5425,0.7496,0.6016,3,0.1378,1,0.4359,0.026,0.57
109676,0,F,-19956,365243,108559.59,625884.05,25367.88,Secondary,Single / not married,Rented apartment,Pensioner,0.5197,0.374,0.4592,1,0.295,1,0.8481,0.0354,0.56
109677,0,F,-14859,-6269,185996.23,442799.28,16365.96,Higher education,Married,House / apartment,Working,0.2958,0.6211,0.7239,2,0.0126,0,0.3955,0.1101,1.99
109678,0,M,-23450,-2569,219733.96,596526.83,19990.49,Secondary,Married,House / apartment,Commercial associate,0.5377,0.4369,0.632,3,0.1736,0,0.7551,0.3168,1.25
109679,1,F,-15738,-2780,69382.26,303301.26,17390.93,Secondary,Married,Rented apartment,Commercial associate,0.6032,0.2747,0.2588,0,0.0354,5,0.8555,0.0965,1.92
109680,0,F,-16630,-12768,312792.16,478376.18,21120.48,Higher education,Married,House / apartment,Working,0.5376,0.2648,0.4315,3,0.0697,2,0.4045,0.1432,0.07
109681,0,F,-8405,-13877,134311.46,630029.64,51872.12,Secondary,Single / not married,House / apartment,Working,0.4758,0.3636,0.5798,2,0.0775,0,0.9301,0.2162,0.19
109682,0,M,-24328,-1083,140101.93,779790.38,38418.51,Higher education,Widow,House / apartment,Working,0.4968,0.6622,0.4813,2,0.12,1,0.9638,0.335,7.42
109683,0,F,-13218,365243,149205.76,462720.81,25992.64,Secondary,Widow,House / apartment,Pensioner,0.5338,0.3528,0.8143,1,0.1085,0,0.6818,0.0292,0.49
109684,0,M,-15135,-14416,276370.35,1167427.19,105808.37,Secondary,Married,With parents,Pensioner,0.4851,0.4119,0.4927,1,0.0148,3,0.9769,0.5076,3.11
109685,0,F,-18552,-1704,97212.04,302118.2,10717.26,Secondary,Single / not married,House / apartment,Commercial associate,0.5708,0.724,0.723,2,0.0068,1,0.92,0.1048,2.41
109686,0,F,-22637,-7853,57593.59,265713.95,9543.7,Lower secondary,Single / not married,House / apartment,Working,0.4924,0.6212,0.5485,2,0.2371,1,0.7049,0.0417,0.13
109687,0,F,-21520,-4226,175891.99,680901.09,23407.98,Secondary,Separated,Rented apartment,Working,0.6336,0.5318,0.7641,1,0.2412,4,0.8367,0.1264,1.42
109688,1,F,-21136,-14360,47857.74,180038.98,15050.02,Secondary,Separated,With parents,Working,0.4958,0.3395,0.3779,5,0.1344,1,0.5284,0.2635,0.56
109689,0,F,-9187,-10874,124790.68,216548.74,25731.43,Secondary,Married,House / apartment,Commercial associate,0.7979,0.4384,0.6678,2,0.1402,1,0.4176,0.1012,0.02
109690,0,M,-8881,-10972,282880.79,1266572.29,52034.08,Incomplete higher,Married,House / apartment,Working,0.6066,0.6126,0.738,1,0.2337,3,0.7881,0.0661,1.17
109691,0,M,-22167,-957,202501.31,764847.79,54803.41,Secondary,Married,With parents,Commercial associate,0.4731,0.4737,0.3429,0,0.0087,2,0.6854,0.0366,0.62
109692,0,F,-23622,-2232,261266.39,769164.31,35231.56,Incomplete higher,Married,House / apartment,Commercial associate,0.2494,0.3041,0.4299,4,0.0893,2,0.9022,0.0251,0.48
109693,0,M,-18455,-11604,207148.92,757904.22,38388.64,Secondary,Civil marriage,House / apartment,Pensioner,0.6838,0.7289,0.4236,2,0.0238,0,0.8262,0.1628,3.22
109694,0,F,-23582,-3320,554423.42,1656184.16,79919.77,Secondary,Married,House / apartment,Pensioner,0.5894,0.8674,0.5233,5,0.0264,3,0.9315,0.0567,0.48
109695,0,F,-12979,-6340,106560.5,289833.85,15324.38,Secondary,Married,Municipal apartment,Self-employed,0.5802,0.5785,0.4641,4,0.1653,0,0.6847,0.3226,5.89
109696,0,M,-13585,-1561,183317.05,374965.1,45581.35,Secondary,Married,House / apartment,Self-employed,0.4,0.3757,0.1716,0,0.0404,1,0.7975,0.1485,3.39
109697,0,M,-10341,-324,115732.15,288092.92,20756.71,Incomplete higher,Civil marriage,With parents,Self-employed,0.4831,0.4334,0.3588,2,0.0044,1,0.946,0.19,2.61
109698,0,F,-21490,-10644,249257.23,519348.61,18360.45,Secondary,Single / not married,Municipal apartment,Pensioner,0.7533,0.4697,0.5611,0,0.0223,2,0.6551,0.2261,4.79
109699,0,F,-19272,-2590,142362.77,220022.5,12717.6,Higher education,Married,House / apartment,Commercial associate,0.3681,0.5739,0.8012,3,0.0786,0,0.6214,0.2667,3.76
109700,0,F,-11317,-2462,379027.74,1826880.57,122033.61,Secondary,Widow,House / apartment,Pensioner,0.2862,0.2829,0.5635,3,0.3136,5,0.7342,0.2121,4.22
109701,0,F,-25171,-12309,109979.72,211709.44,24834.84,Secondary,Married,House / apartment,Working,0.6754,0.3912,0.6791,3,0.2523,4,0.678,0.3857,7.11
109702,0,F,-7843,-10432,319310.6,1046340.7,64723.55,Secondary,Married,House / apartment,Working,0.3644,0.3756,0.4054,0,0.0787,2,0.8604,0.0453,0.01
109703,0,F,-21076,-3121,204071.71,900718.11,69882.41,Secondary,Separated,House / apartment,Commercial associate,0.2798,0.5717,0.5284,5,0.1615,0,0.8768,0.1538,2.03
109704,0,F,-11018,-12548,144660.72,677688.39,34828.12,Incomplete higher,Separated,House / apartment,Working,0.3954,0.579,0.2197,0,0.101,0,0.6651,0.0255,0.32
109705,0,F,-21321,-14168,198460.09,366135.07,15758.2,Secondary,Single / not married,House / apartment,Working,0.3002,0.6026,0.2237,2,0.1822,0,0.7184,0.1221,2.06
109706,0,F,-15956,-6011,170024.09,929467.18,99416.1,Secondary,Married,Rented apartment,Working,0.67,0.5402,0.3161,1,0.0009,0,0.869,0.1385,0.25
109707,0,F,-11485,-6633,179113.52,340799.65,14402.8,Secondary,Married,Rented apartment,Working,0.3655,0.5654,0.6038,2,0.1051,0,0.6864,0.6591,13.92
109708,0,M,-8333,-9651,131428.85,500695.7,58925.5,Secondary,Single / not married,House / apartment,Commercial associate,0.4377,0.3989,0.4958,0,0.0292,1,0.3975,0.0853,1.85
109709,0,F,-18411,-2147,100120.16,520633.75,22595.61,Secondary,Married,House / apartment,Working,0.6145,0.7009,0.4697,1,0.1254,1,0.7537,0.1061,1.12
109710,0,F,-10161,-13069,122480.96,436042.8,38244.07,Secondary,Separated,House / apartment,Self-employed,0.7699,0.6214,0.4331,1,0.0941,3,0.8014,0.2473,3.45
109711,0,M,-15344,-1827,58353.25,350027.94,22352.16,Secondary,Married,House / apartment,Working,0.6792,0.5284,0.5293,1,0.0812,1,0.735,0.0688,1.65
109712,0,F,-24298,-10995,233998.87,1094227.16,102228.98,Secondary,Single / not married,With parents,Working,0.2861,0.5854,0.5434,4,0.1281,2,0.778,0.1222,0.13
109713,1,F,-23175,-8423,74657.02,225813.63,11180.85,Secondary,Widow,House / apartment,Commercial associate,0.4493,0.2862,0.5534,3,0.1512,2,0.5492,0.2464,1.73
109714,0,F,-16132,-1909,130652.2,240783.88,9473.11,Higher education,Single / not married,With parents,Working,0.7124,0.4327,0.4512,2,0.219,2,0.4734,0.1451,2.83
109715,0,F,-20385,-6451,210328.27,1096445.09,53937.7,Incomplete higher,Single / not married,With parents,Pensioner,0.3505,0.4198,0.4591,5,0.0157,3,0.8676,0.1183,2.75
109716,0,F,-22021,-4270,233670.71,1265843.65,45418.67,Higher education,Married,House / apartment,Pensioner,0.6069,0.5894,0.696,2,0.0375,0,0.8807,0.0313,0.53
109717,0,F,-18147,-13684,55489.08,240706.3,27653.71,Secondary,Married,House / apartment,Working,0.3917,0.3917,0.5571,3,0.1259,1,0.7317,0.0815,1.85
109718,0,M,-10995,-7820,140012.02,418371.61,26379.68,Secondary,Married,House / apartment,Working,0.376,0.3225,0.2745,2,0.0173,2,0.8595,0.0757,1.57
109719,0,F,-21812,-5371,189635.59,767333.75,46920.05,Secondary,Married,House / apartment,Commercial associate,0.4036,0.4805,0.4767,4,0.1136,1,0.6973,0.025,0.21
109720,0,F,-8883,-3858,151540.6,229177.74,15256.78,Incomplete higher,Married,House / apartment,Commercial associate,0.4151,0.2464,0.2114,0,0.1034,1,0.5278,0.0337,0.38
109721,0,F,-16643,365243,308427.23,1041923.51,60361.32,Higher education,Single / not married,House / apartment,Commercial associate,0.3506,0.4487,0.5068,1,0.1251,1,0.7108,0.1231,0.38
109722,0,M,-21260,-7386,93714.31,556518.77,27048.74,Secondary,Single / not married,House / apartment,Working,0.4365,0.5782,0.4133,1,0.0041,2,0.7885,0.0074,0.17
109723,0,F,-17505,-7439,47716.25,117341.21,9565.74,Secondary,Married,Rented apartment,Working,0.4449,0.5112,0.3307,2,0.0575,1,0.8916,0.3503,5.65
109724,0,M,-13538,-13911,229964.29,1051658.39,84729.32,Incomplete higher,Married,With parents,Working,0.3984,0.4872,0.3422,3,0.1159,1,0.8036,0.0395,0.5
109725,0,M,-14745,-9462,109601.09,216163.76,19441.84,Secondary,Married,House / apartment,Working,0.5408,0.6537,0.5336,2,0.1627,2,0.742,0.1363,0.63
109726,0,F,-15523,-6616,55982.96,267853.14,18418.14,Secondary,Married,House / apartment,Pensioner,0.7445,0.6609,0.7422,2,0.0637,0,0.9496,0.0077,0.15
109727,0,F,-20607,-5437,134971.4,469698.7,21165.48,Secondary,Married,House / apartment,Commercial associate,0.5179,0.4822,0.4024,1,0.015,3,0.5939,0.0778,1.31
109728,0,F,-25044,-3820,289759.6,878980.21,45491.4,Higher education,Married,House / apartment,Working,0.4865,0.4259,0.5366,1,0.0959,2,0.7075,0.0399,0.09
109729,1,F,-21224,-9442,73512.52,277520.15,19381.86,Higher education,Civil marriage,Rented apartment,Self-employed,0.3385,0.6628,0.7953,1,0.3777,3,0.4821,0.2399,0.19
109730,0,F,-12961,-2140,532212.31,2758972.35,94754.95,Higher education,Single / not married,House / apartment,Working,0.3818,0.5951,0.5558,5,0.0482,3,0.8027,0.1705,3.25
109731,1,F,-9288,-88,92889.43,489772.78,22324.2,Higher education,Married,Rented apartment,Pensioner,0.385,0.1975,0.1256,1,0.1217,2,0.6375,0.183,0.71
109732,0,F,-15762,-13156,154485.57,477051.88,34243.95,Higher education,Married,House / apartment,Commercial associate,0.7536,0.3726,0.5192,2,0.1615,3,0.8725,0.2768,3.29
109733,0,F,-22645,-489,75318.21,327473.54,36338.05,Higher education,Married,House / apartment,Self-employed,0.4664,0.4118,0.6542,1,0.1348,3,0.8839,0.2232,5.43
109734,0,M,-18653,-3354,150675.79,445019.61,33773.23,Incomplete higher,Married,Municipal apartment,Self-employed,0.5234,0.4086,0.4228,1,0.0391,4,0.9009,0.0617,1.46
109735,0,F,-13055,-8152,136822.36,483405.82,25800.26,Secondary,Married,With parents,Working,0.4248,0.3884,0.5916,2,0.0366,1,0.8286,0.2709,3.34
109736,0,M,-8892,-2826,64911.39,289063.34,23059.61,Secondary,Married,Rented apartment,Working,0.4406,0.7815,0.3026,3,0.0922,2,0.6814,0.0903,0.46
109737,0,F,-11811,-9783,696765.95,1846876.32,122176.48,Secondary,Married,Rented apartment,Working,0.506,0.4071,0.3744,5,0.1222,1,0.9249,0.0788,0.98
109738,0,F,-20113,-8046,112146.86,332164.92,11167.95,Secondary,Married,House / apartment,Pensioner,0.2779,0.3214,0.8318,1,0.0573,1,0.9447,0.0238,0.54
109739,0,F,-19282,-1096,112200.82,252072.95,8818.48,Secondary,Married,Rented apartment,Commercial associate,0.5992,0.7267,0.5009,0,0.0159,2,0.6807,0.0961,1.52
109740,0,M,-15379,-6740,250940.15,1055671.45,54944.71,Secondary,Married,House / apartment,Working,0.4764,0.4111,0.4598,5,0.0571,1,0.8784,0.016,0.27
109741,0,M,-13271,-12125,399448.52,2119107.61,80167.34,Incomplete higher,Widow,Rented apartment,Working,0.499,0.7554,0.6986,2,0.4202,1,0.686,0.1075,0.22
109742,0,M,-10430,-5630,273632.24,1540954.52,108772.17,Secondary,Married,Rented apartment,Commercial associate,0.4405,0.2713,0.6036,3,0.107,2,0.7846,0.0496,0.41
109743,0,F,-24692,-9891,76065.56,436767.12,17894.22,Lower secondary,Married,House / apartment,Working,0.5864,0.5468,0.4679,3,0.0131,1,0.8543,0.0094,0.04
109744,0,F,-15000,-8448,165652.91,829574.24,29946.38,Incomplete higher,Separated,Municipal apartment,Commercial associate,0.4589,0.6978,0.542,0,0.4079,1,0.9718,0.1059,0.02
109745,1,F,-21021,-6724,52325.82,189873.91,7211.68,Secondary,Married,House / apartment,Working,0.4415,0.2453,0.5035,2,0.1561,2,0.9721,0.263,4.64
109746,0,F,-15539,-8313,241817.31,1246864.7,56874.79,Secondary,Married,House / apartment,Pensioner,0.5855,0.8155,0.6446,0,0.0627,2,0.4884,0.374,0.99
109747,1,M,-17480,-7110,59912.86,158812.77,6058.23,Higher education,Single / not married,House / apartment,Self-employed,0.2081,0.197,0.3484,2,0.0884,2,0.9708,0.7557,15.8
109748,0,M,-18759,-998,94678.22,359697.26,44109.12,Secondary,Married,Municipal apartment,Working,0.1759,0.4242,0.7176,3,0.06,0,0.9519,0.1807,1.62
109749,0,F,-13664,-6370,147007.54,828128.59,50247.16,Secondary,Single / not married,Rented apartment,Working,0.3909,0.3078,0.5202,1,0.2422,1,0.4595,0.0228,0.17
109750,0,F,-24060,-6057,188104.63,771498.33,30968.99,Secondary,Married,Rented apartment,Commercial associate,0.6081,0.832,0.5277,5,0.0505,1,0.9251,0.1315,1.25
109751,1,F,-15478,-11371,127578.35,542178.41,31990.31,Secondary,Married,With parents,Working,0.1902,0.2594,0.2443,4,0.0957,0,0.8521,0.2732,2.16
109752,0,F,-20983,-10526,339590.59,1458842.35,120453.4,Secondary,Married,House / apartment,Working,0.3574,0.5916,0.3593,1,0.0876,4,0.9936,0.1429,0.58
109753,0,F,-23688,-8376,219209.19,1121683.75,44811.14,Higher education,Married,House / apartment,Working,0.559,0.5971,0.5706,8,0.0421,1,0.9298,0.0721,0.46
109754,0,F,-14140,-5572,209944.53,394391.53,18403.82,Secondary,Separated,With parents,Commercial associate,0.6867,0.1516,0.3178,2,0.2919,2,0.8464,0.2581,0.77
109755,0,F,-11485,-9198,74894.03,238298.33,12201.45,Secondary,Married,House / apartment,Working,0.3467,0.3807,0.7084,1,0.137,1,0.8477,0.2738,1.2
109756,1,F,-24642,-14565,374989.14,2142810.17,138650.52,Higher education,Civil marriage,House / apartment,Self-employed,0.3992,0.4564,0.4907,6,0.3113,1,0.8543,0.4805,2.54
109757,0,F,-21355,-12220,94685.31,553242.49,54540.1,Secondary,Single / not married,House / apartment,Commercial associate,0.3443,0.282,0.4037,4,0.0121,5,0.7677,0.1251,2.46
109758,0,F,-21444,-3436,382945.64,1537494.37,56943.28,Higher education,Married,House / apartment,Working,0.4006,0.3583,0.8253,2,0.1491,3,0.9358,0.1726,2.14
109759,0,M,-24219,-4094,447847.15,1276416.43,102825.76,Secondary,Civil marriage,With parents,Commercial associate,0.6456,0.5687,0.3373,1,0.1434,2,0.6379,0.1678,0.08
